,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,true_value,prediction,mse_loss
40,-0.3831159297534444,-0.4896385167169952,-0.5534506777306647,-0.2798513233382808,-0.5329422853891227,0.1857265011249988,-1.0367053635458223,0.4402190669563909,-0.5230014462035358,-0.7200617550114154,0.5291583392112035,0.4410519326070325,-0.9414237512998166,0.2685231362336756,0.34509821091747955,0.005863742062830157
35,-0.416457767785177,1.2572091186249732,-0.6983881373148025,3.720376416144203,-0.9303054682859156,0.674384427028926,-1.2993608081871728,0.1343190261724619,-0.6379617988442783,-0.9160580903092445,-0.3955666465973572,0.4410519326070325,-1.311117120794582,1.0739204698714333,1.1472587518853197,0.005378503608748329
46,-0.4082514471370014,0.6021412553717351,-0.8896458159412937,-0.2798513233382808,-0.878475487908073,0.6800830617333443,-0.9163216180852038,1.9898273854450503,-0.1781203882813084,-0.7378796036748544,0.5753945885016305,0.4265789795745643,-0.4589667671715128,0.2685231362336756,0.337122025512492,0.004705807610287313
49,-0.2833363944387372,-0.4896385167169952,1.614634413574325,-0.2798513233382808,0.5986789528604399,0.058931878951676,1.0645381935849791,-0.7244828598885273,-0.6379617988442783,0.1708306781605343,1.268938327858051,0.4410519326070325,-0.0650078097176315,-0.3191992423668502,-0.25080827200181705,0.0046773248274708445
43,-5.20173915561598e-17,-0.4896385167169952,1.0483323807661988,-0.2798513233382808,1.3674903284651043,0.5931788824909551,0.7836427875102017,-0.5692748360875126,1.6612452539705709,1.530926459469711,0.8065758349537706,-1.11226871596098,0.5287854015172042,-0.6674791704264216,-0.6102813922569121,0.0032715858275284104
16,0.1238041690466621,-0.4896385167169952,1.0483323807661988,-0.2798513233382808,1.3674903284651043,-0.4396986576849838,0.7070349494898082,-0.5773085745323432,1.6612452539705709,1.530926459469711,0.8065758349537706,-3.795795424064467,0.8984787710119695,-1.0701778372453004,-1.1026969588191922,0.0010574932679375557
22,-0.4172917529837926,0.9515107824401288,-1.330434997150785,-0.2798513233382808,-0.7143472167115719,0.804028366554458,0.0649883070331739,-0.2910888160925548,-0.2930807409220509,-1.1061151427192604,-0.0256766522739342,0.4410519326070325,-0.7401621099918555,0.6168030642932465,0.6412149468860351,0.0005959400117240947
30,-0.4006577307849999,0.4711276827210874,-2.6542334805936147e-16,0.0,-1.068518749293496,-0.9682470265198432,0.0613403147464887,1.977467787837619,-0.2930807409220509,-0.4646725908354565,0.2979770927590632,0.3558588681659128,0.8199724570265945,-0.4389204676373279,-0.453106862894233,0.00020125381038514027
45,-0.4040803498163971,0.383785300953989,-0.6162071035299821,-0.2798513233382808,-0.7834538572153615,-0.063588767193331,-1.9049275277769528,0.3013637415282859,-0.7529221514850207,-1.1001758598314473,0.0667958463069231,0.4410519326070325,0.0,0.2902906317373987,0.28197818349873954,6.909679572038804e-05
4,1.2558769958084792,-0.4896385167169952,1.0483323807661988,0.0,1.2551920376464454,-2.001124566695783,1.1484420161787436,-1.0484469279448565,1.6612452539705709,1.530926459469711,0.8065758349537706,0.1781266191838597,2.555675689866883,-1.3422715310418405,-1.3421073608277303,2.695185920098663e-08
